incident_id,incident_date,year,state_abbr,agency_id,agency_name,agency_type,agency_state_abbr,agency_state_name,multi_agency_incident
5094,2019-10-12,2019,CA,825,El Monte Police Department,local_police,CA,California,False
5095,2019-10-12,2019,FL,3546,Florida Department of Law Enforcement Special Operations Team,state_police,FL,Florida,False
5089,2019-10-13,2019,AZ,62,Glendale Police Department,local_police,AZ,Arizona,False
5093,2019-10-13,2019,TX,934,Corpus Christi Police Department,local_police,TX,Texas,False
5221,2019-10-13,2019,AZ,944,Maricopa County Sheriff's Department,sheriff,AZ,Arizona,False
5092,2019-10-14,2019,NM,508,Albuquerque Police Department,local_police,NM,New Mexico,False
5099,2019-10-14,2019,LA,2461,East Feliciana Parish Sheriff's Office,sheriff,LA,Louisiana,False
5101,2019-10-14,2019,NC,2599,Guilford County Sheriff's Office,sheriff,NC,North Carolina,False
5103,2019-10-14,2019,GA,2426,Athens-Clarke County Sheriff's Office,sheriff,GA,Georgia,False
5102,2019-10-15,2019,NC,2599,Guilford County Sheriff's Office,sheriff,NC,North Carolina,False
5105,2019-10-15,2019,CA,1275,Santa Barbara County Sheriff's Department,sheriff,CA,California,False
5106,2019-10-15,2019,NY,298,New York Police Department,local_police,NY,New York,False
5110,2019-10-15,2019,ID,2331,Idaho State Police,state_police,ID,Idaho,True
5110,2019-10-15,2019,ID,2037,Gooding County Sheriff's Office,sheriff,ID,Idaho,True
5220,2019-10-15,2019,GA,329,DeKalb County Police Department,local_police,GA,Georgia,False
5107,2019-10-16,2019,VA,1944,Roanoke Police Department,local_police,VA,Virginia,False
5108,2019-10-16,2019,CA,38,Los Angeles Police Department,local_police,CA,California,False
5109,2019-10-17,2019,NY,298,New York Police Department,local_police,NY,New York,False
5111,2019-10-17,2019,OR,2601,Oakridge Police Department,local_police,OR,Oregon,False
5113,2019-10-17,2019,AR,2562,Arkansas State Police,state_police,AR,Arkansas,False
5476,2019-10-17,2019,MS,2711,Jefferson County Sheriff's Department,sheriff,MS,Mississippi,False
5112,2019-10-18,2019,MI,2602,Bristol Police Department,local_police,MI,Michigan,False
5115,2019-10-18,2019,ID,2050,Idaho Falls Police Department,local_police,ID,Idaho,False
5118,2019-10-18,2019,NJ,2609,Howell Township Police Department,local_police,NJ,New Jersey,False
5217,2019-10-19,2019,FL,545,Lake County Sheriff's Office,sheriff,FL,Florida,False
5218,2019-10-19,2019,SC,2639,Pickens County Sheriff's Office,sheriff,SC,South Carolina,False
5219,2019-10-19,2019,TX,951,Texas Department of Public Safety,state_police,TX,Texas,False
5116,2019-10-20,2019,MO,134,St. Louis Police Department,local_police,MO,Missouri,False
5117,2019-10-20,2019,ID,349,Boise Police Department,local_police,ID,Idaho,False
5114,2019-10-21,2019,OH,942,Ohio State Highway Patrol,state_police,OH,Ohio,False
5120,2019-10-21,2019,OR,1295,Hillsboro Police Department,local_police,OR,Oregon,False
5214,2019-10-21,2019,CO,106,Denver Police Department,local_police,CO,Colorado,False
5216,2019-10-21,2019,NV,629,Henderson Police Department,local_police,NV,Nevada,False
5215,2019-10-22,2019,CA,2638,Los Angeles County Probation Department,local_other,CA,California,False
5122,2019-10-23,2019,TX,1042,Sweetwater Police Department,local_police,TX,Texas,False
5125,2019-10-23,2019,TX,2788,El Paso County Sheriff's Department,sheriff,TX,Texas,False
5138,2019-10-23,2019,WA,708,Spokane Police Department,local_police,WA,Washington,False
5139,2019-10-23,2019,NY,298,New York Police Department,local_police,NY,New York,False
5140,2019-10-23,2019,IN,2072,Huntington County Sheriff's Department,sheriff,IN,Indiana,False
5141,2019-10-23,2019,CA,519,Long Beach Police Department,local_police,CA,California,False
5119,2019-10-24,2019,NC,706,Greenville Police Department,local_police,NC,North Carolina,False
5121,2019-10-25,2019,GA,1606,Forsyth County Sheriff's Department,sheriff,GA,Georgia,False
5123,2019-10-25,2019,LA,2206,Bossier Parish Sheriff's Department,sheriff,LA,Louisiana,False
5124,2019-10-25,2019,TN,2604,Hamblen County Sheriff's Department,sheriff,TN,Tennessee,False
5128,2019-10-25,2019,OK,2606,Delaware County Sheriff's Office,sheriff,OK,Oklahoma,False
5132,2019-10-25,2019,NY,298,New York Police Department,local_police,NY,New York,False
5136,2019-10-25,2019,NM,508,Albuquerque Police Department,local_police,NM,New Mexico,False
5137,2019-10-25,2019,GA,924,Whitfield County Sheriff's Office,sheriff,GA,Georgia,False
5131,2019-10-26,2019,GA,2607,Athens-Clarke Police Department,local_police,GA,Georgia,False
5133,2019-10-26,2019,CA,2610,Imperial County Sheriff's Department,sheriff,CA,California,False
5134,2019-10-26,2019,MI,2608,Charlevoix County Sheriff's Office,sheriff,MI,Michigan,False
5126,2019-10-27,2019,WI,322,Madison Police Department,local_police,WI,Wisconsin,False
5127,2019-10-27,2019,AL,2605,Madison Police Department,local_police,AL,Alabama,False
5129,2019-10-27,2019,OK,1313,Tulsa Police Department,local_police,OK,Oklahoma,False
5130,2019-10-27,2019,CA,1069,Sacramento County Sheriff's Department,sheriff,CA,California,False
5144,2019-10-27,2019,CA,873,Tulare County Sheriff's Department,sheriff,CA,California,False
5143,2019-10-28,2019,IN,1172,Evansville Police Department,local_police,IN,Indiana,False
5146,2019-10-30,2019,MD,149,Baltimore Police Department,local_police,MD,Maryland,False
5147,2019-10-30,2019,WV,2611,Cabell County Sheriff's Department,sheriff,WV,West Virginia,False
5149,2019-10-30,2019,CA,2612,Valley Transportation Authority,local_other,CA,California,False
5162,2019-10-30,2019,CA,266,California Highway Patrol,state_police,CA,California,False
5163,2019-10-30,2019,CA,20,Los Angeles County Sheriff's Department,sheriff,CA,California,False
5160,2019-10-31,2019,FL,2615,Jackson County Sheriff's Department,sheriff,FL,Florida,False
5161,2019-10-31,2019,CA,92,San Jose Police Department,local_police,CA,California,False
5479,2019-10-31,2019,GA,2713,Atkinson County Sheriff's Department,sheriff,GA,Georgia,False
5158,2019-11-01,2019,CO,1978,Adams County Sheriff's Department,sheriff,CO,Colorado,False
5159,2019-11-01,2019,FL,326,Orange County Sheriff's Office,sheriff,FL,Florida,False
5173,2019-11-01,2019,TX,852,Ector County Sheriff's Office,sheriff,TX,Texas,False
5191,2019-11-01,2019,NM,81,New Mexico State Police,state_police,NM,New Mexico,False
5155,2019-11-02,2019,FL,1692,Indian River County Sheriff's Office,sheriff,FL,Florida,False
5157,2019-11-02,2019,KY,2616,Murray Police Department,local_police,KY,Kentucky,True
5157,2019-11-02,2019,KY,2614,Calloway County Sheriff's Department,sheriff,KY,Kentucky,True
5153,2019-11-03,2019,WA,1116,Pierce County Sheriff's Department,sheriff,WA,Washington,False
5154,2019-11-03,2019,AZ,80,Phoenix Police Department,local_police,AZ,Arizona,False
5151,2019-11-04,2019,NM,2613,U.S. Border Patrol,federal,NM,New Mexico,False
5172,2019-11-04,2019,AZ,62,Glendale Police Department,local_police,AZ,Arizona,False
5174,2019-11-04,2019,NM,1414,Las Cruces Police Department,local_police,NM,New Mexico,False
5175,2019-11-04,2019,WI,2622,Two Rivers Police Department,local_police,WI,Wisconsin,False
5167,2019-11-05,2019,OH,2618,East Cleveland Police Department,local_police,OH,Ohio,False
5168,2019-11-05,2019,MO,1264,Missouri Highway Patrol,state_police,MO,Missouri,True
5168,2019-11-05,2019,MO,2619,Pettis County Sheriff's Department,sheriff,MO,Missouri,True
5169,2019-11-05,2019,WI,2620,Monroe County Sheriff's Department,sheriff,WI,Wisconsin,True
5169,2019-11-05,2019,WI,2621,Sparta Police Department,local_police,WI,Wisconsin,True
5171,2019-11-05,2019,TX,2627,Panorama Village Police Department,local_police,TX,Texas,True
5171,2019-11-05,2019,TX,2628,Montgomery County Constable's Office,local_police,TX,Texas,True
5171,2019-11-05,2019,TX,575,Montgomery County Sheriff's Office,sheriff,TX,Texas,True
5164,2019-11-06,2019,OK,2617,Cherokee Nation Marshal Service,other,OK,Oklahoma,False
5165,2019-11-06,2019,OK,2055,U.S. Marshals Service,federal,OK,Oklahoma,False
5166,2019-11-06,2019,TX,44,San Antonio Police Department,local_police,TX,Texas,False
5170,2019-11-06,2019,NC,1557,Fayetteville Police Department,local_police,NC,North Carolina,False
5176,2019-11-07,2019,OH,2624,Wadsworth Police Department,local_police,OH,Ohio,False
5177,2019-11-07,2019,KY,583,Louisville Metro Police Department,local_police,KY,Kentucky,False
5178,2019-11-07,2019,GA,2625,Rockdale County Sheriff's Office,sheriff,GA,Georgia,False
5179,2019-11-07,2019,OH,1408,Ashtabula County Sheriff's Office,sheriff,OH,Ohio,False
5185,2019-11-08,2019,NC,2630,Lincoln County Sheriff's Office,sheriff,NC,North Carolina,False
5186,2019-11-09,2019,CA,92,San Jose Police Department,local_police,CA,California,False
5187,2019-11-09,2019,SC,2372,Union County Sheriff's Department,sheriff,SC,South Carolina,False
5481,2019-11-09,2019,WA,522,Snohomish County Sheriff's Office,sheriff,WA,Washington,False
5180,2019-11-11,2019,CO,1236,Lakewood Police Department,local_police,CO,Colorado,False
5182,2019-11-11,2019,CO,755,Loveland Police Department,local_police,CO,Colorado,False
5183,2019-11-11,2019,UT,2629,Cedar City Police Department,local_police,UT,Utah,False
5184,2019-11-11,2019,FL,805,Polk County Sheriff's Department,sheriff,FL,Florida,False
5181,2019-11-12,2019,OK,23,Oklahoma City Police Department,local_police,OK,Oklahoma,False
5213,2019-11-12,2019,HI,1346,Honolulu Police Department,local_police,HI,Hawaii,False
5195,2019-11-13,2019,NC,2633,Wilson Police Department,local_police,NC,North Carolina,False
5197,2019-11-13,2019,FL,17,Jacksonville Sheriff's Office,sheriff,FL,Florida,False
5203,2019-11-13,2019,CA,20,Los Angeles County Sheriff's Department,sheriff,CA,California,False
5204,2019-11-14,2019,TX,1147,Beaumont Police Department,local_police,TX,Texas,False
5212,2019-11-14,2019,WI,2194,Fox Crossing Police Department,local_police,WI,Wisconsin,True
5212,2019-11-14,2019,WI,2508,Neenah Police Department,local_police,WI,Wisconsin,True
5190,2019-11-15,2019,NC,354,Charlotte Mecklenburg Police Department,local_police,NC,North Carolina,False
5192,2019-11-15,2019,MA,2631,Westborough Police Department,local_police,MA,Massachusetts,False
5193,2019-11-15,2019,OH,55,Cleveland Police Department,local_police,OH,Ohio,False
5188,2019-11-16,2019,CA,267,Riverside County Sheriff's Department,sheriff,CA,California,False
5189,2019-11-16,2019,AZ,319,Mesa Police Department,local_police,AZ,Arizona,False
5196,2019-11-16,2019,OH,2634,Carroll County Sheriff's Department,sheriff,OH,Ohio,False
5194,2019-11-18,2019,WA,2632,Franklin County Sheriff's Office,sheriff,WA,Washington,False
5201,2019-11-18,2019,MO,2678,Clay County Sheriff's Office,sheriff,MO,Missouri,False
5198,2019-11-19,2019,MS,2010,Horn Lake Police Department,local_police,MS,Mississippi,False
5199,2019-11-19,2019,CA,38,Los Angeles Police Department,local_police,CA,California,False
5202,2019-11-19,2019,CA,236,San Bernardino County Sheriff's Department,sheriff,CA,California,False
5205,2019-11-19,2019,ID,2636,Preston City Police Department,local_police,ID,Idaho,False
5226,2019-11-19,2019,WI,1846,Kewaunee County Sheriff's Department,sheriff,WI,Wisconsin,False
5483,2019-11-19,2019,IL,2715,Des Plaines Police Department,local_police,IL,Illinois,False
5206,2019-11-20,2019,GA,2637,Lumpkin County Sheriff's Department,sheriff,GA,Georgia,False
5207,2019-11-20,2019,GA,1298,Henry County Police Department,local_police,GA,Georgia,False
5208,2019-11-20,2019,NV,629,Henderson Police Department,local_police,NV,Nevada,False
5263,2019-11-20,2019,CA,2648,Drug Enforcement Administration,federal,CA,California,False
5224,2019-11-22,2019,WA,1247,King County Sheriff's Office,sheriff,WA,Washington,False
5225,2019-11-22,2019,NC,57,Bladen County Sheriff's Department,sheriff,NC,North Carolina,False
5209,2019-11-23,2019,SC,2081,Chester County Sheriff's Department,sheriff,SC,South Carolina,False
5210,2019-11-23,2019,CO,151,Pueblo Police Department,local_police,CO,Colorado,False
5211,2019-11-24,2019,MI,1629,Kent County Sheriff's Office,sheriff,MI,Michigan,False
5223,2019-11-25,2019,CA,38,Los Angeles Police Department,local_police,CA,California,False
5244,2019-11-25,2019,MT,2643,U.S. Marshals Service,federal,MT,Montana,False
5243,2019-11-26,2019,MD,128,Baltimore County Police Department,local_police,MD,Maryland,False
5245,2019-11-26,2019,TN,2449,Greeneville Police Department,local_police,TN,Tennessee,False
5484,2019-11-27,2019,OH,2432,Mansfield Police Department,local_police,OH,Ohio,False
5238,2019-11-28,2019,MO,2642,Pittsburg Police Department,local_police,KS,Kansas,False
5240,2019-11-28,2019,FL,295,Tampa Police Department,local_police,FL,Florida,False
5485,2019-11-28,2019,PA,19,Pennsylvania State Police,state_police,PA,Pennsylvania,False
5236,2019-11-29,2019,CA,867,Modesto Police Department,local_police,CA,California,False
5237,2019-11-29,2019,DE,24,Delaware State Police,state_police,DE,Delaware,False
5239,2019-11-29,2019,FL,805,Polk County Sheriff's Department,sheriff,FL,Florida,False
5241,2019-11-29,2019,CO,1978,Adams County Sheriff's Department,sheriff,CO,Colorado,False
5242,2019-11-29,2019,WA,1116,Pierce County Sheriff's Department,sheriff,WA,Washington,False
5234,2019-11-30,2019,OR,14,Eugene Police Department,local_police,OR,Oregon,False
5228,2019-12-01,2019,NJ,2641,Secaucus Police Department,local_police,NJ,New Jersey,False
5229,2019-12-01,2019,GA,1263,Clayton County Police Department,local_police,GA,Georgia,False
5232,2019-12-01,2019,CA,1484,Concord Police Department,local_police,CA,California,False
5233,2019-12-01,2019,FL,6,St. Lucie County Sheriff's Office,sheriff,FL,Florida,False
5235,2019-12-01,2019,FL,1799,Plant City Police Department,local_police,FL,Florida,False
5384,2019-12-01,2019,PA,19,Pennsylvania State Police,state_police,PA,Pennsylvania,False
5230,2019-12-02,2019,FL,1847,Daytona Beach Police Department,local_police,FL,Florida,False
5246,2019-12-02,2019,CA,825,El Monte Police Department,local_police,CA,California,False
5249,2019-12-02,2019,TX,2212,Temple Police Department,local_police,TX,Texas,False
5388,2019-12-02,2019,AZ,319,Mesa Police Department,local_police,AZ,Arizona,False
5247,2019-12-03,2019,OK,2579,Ada Police Department,local_police,OK,Oklahoma,False
5250,2019-12-03,2019,MO,201,Kansas City Police Department,local_police,MO,Missouri,False
5257,2019-12-03,2019,NY,1122,Syracuse Police Department,local_police,NY,New York,False
5255,2019-12-05,2019,CO,1165,Colorado State Patrol,state_police,CO,Colorado,False
5256,2019-12-05,2019,TX,2041,Harrison County Sheriff's Department,sheriff,TX,Texas,False
5260,2019-12-05,2019,FL,585,Florida Highway Patrol,state_police,FL,Florida,True
5260,2019-12-05,2019,FL,219,Miami-Dade Police Department,local_police,FL,Florida,True
5260,2019-12-05,2019,FL,2645,Miramar Police Department,local_police,FL,Florida,True
5260,2019-12-05,2019,FL,2646,Pembroke Pines Police Department,local_police,FL,Florida,True
5261,2019-12-05,2019,FL,585,Florida Highway Patrol,state_police,FL,Florida,True
5261,2019-12-05,2019,FL,219,Miami-Dade Police Department,local_police,FL,Florida,True
5261,2019-12-05,2019,FL,2645,Miramar Police Department,local_police,FL,Florida,True
5261,2019-12-05,2019,FL,2646,Pembroke Pines Police Department,local_police,FL,Florida,True
5390,2019-12-05,2019,CA,267,Riverside County Sheriff's Department,sheriff,CA,California,True
5390,2019-12-05,2019,CA,236,San Bernardino County Sheriff's Department,sheriff,CA,California,True
5252,2019-12-06,2019,CO,1239,Westminster Police Department,local_police,CO,Colorado,False
5254,2019-12-06,2019,AR,2644,Bentonville Police Department,local_police,AR,Arkansas,False
5253,2019-12-07,2019,AR,1256,Fayetteville Police Department,local_police,AR,Arkansas,False
5264,2019-12-07,2019,FL,2649,Sarasota County Sheriff's Office,sheriff,FL,Florida,False
5251,2019-12-08,2019,OR,618,Portland Police Department,local_police,OR,Oregon,False
5262,2019-12-09,2019,LA,2647,St. Helena Parish Sheriff's Office,sheriff,LA,Louisiana,False
5265,2019-12-10,2019,IA,1349,Fort Madison Police Department,local_police,IA,Iowa,False
5266,2019-12-10,2019,CA,236,San Bernardino County Sheriff's Department,sheriff,CA,California,False
5267,2019-12-10,2019,NY,1234,New York State Police,state_police,NY,New York,False
5269,2019-12-10,2019,SC,2650,Georgetown County Sheriff's Office,sheriff,SC,South Carolina,False
5270,2019-12-10,2019,WI,2651,Beloit Police Department,local_police,WI,Wisconsin,False
5271,2019-12-10,2019,NJ,1321,Jersey City Police Department,local_police,NJ,New Jersey,True
5271,2019-12-10,2019,NJ,1473,Newark Police Department,local_police,NJ,New Jersey,True
5272,2019-12-10,2019,NJ,1321,Jersey City Police Department,local_police,NJ,New Jersey,True
5272,2019-12-10,2019,NJ,1473,Newark Police Department,local_police,NJ,New Jersey,True
5392,2019-12-10,2019,AL,2683,Mobile County Sheriff's Department,sheriff,AL,Alabama,False
5268,2019-12-11,2019,PA,19,Pennsylvania State Police,state_police,PA,Pennsylvania,False
5393,2019-12-11,2019,TX,2048,League City Police Department,local_police,TX,Texas,False
5280,2019-12-12,2019,MO,134,St. Louis Police Department,local_police,MO,Missouri,False
5281,2019-12-12,2019,OK,2653,Washita County Sheriff's Office,sheriff,OK,Oklahoma,False
5282,2019-12-12,2019,CA,79,Anaheim Police Department,local_police,CA,California,False
5283,2019-12-12,2019,CA,2654,Orange Police Department,local_police,CA,California,False
5284,2019-12-12,2019,AL,2655,Ozark Police Department,local_police,AL,Alabama,False
5286,2019-12-12,2019,WA,2501,Renton Police Department,local_police,WA,Washington,False
5297,2019-12-12,2019,FL,747,Hillsborough County Sheriff's Office,sheriff,FL,Florida,False
5273,2019-12-14,2019,FL,17,Jacksonville Sheriff's Office,sheriff,FL,Florida,False
5277,2019-12-14,2019,AZ,397,Tucson Police Department,local_police,AZ,Arizona,False
5278,2019-12-14,2019,MI,615,Detroit Police Department,local_police,MI,Michigan,False
5279,2019-12-14,2019,WA,331,Pasco Police Department,local_police,WA,Washington,False
5274,2019-12-15,2019,WI,253,Milwaukee Police Department,local_police,WI,Wisconsin,False
5275,2019-12-15,2019,MN,109,Minneapolis Police Department,local_police,MN,Minnesota,False
5276,2019-12-15,2019,OH,815,Akron Police Department,local_police,OH,Ohio,False
5293,2019-12-15,2019,TX,661,Brownsville Police Department,local_police,TX,Texas,False
5291,2019-12-16,2019,HI,1346,Honolulu Police Department,local_police,HI,Hawaii,False
5292,2019-12-16,2019,CA,20,Los Angeles County Sheriff's Department,sheriff,CA,California,False
5296,2019-12-16,2019,CA,595,San Bernardino Police Department,local_police,CA,California,False
5289,2019-12-17,2019,FL,807,Okaloosa County Sheriff's Department,sheriff,FL,Florida,False
5290,2019-12-17,2019,HI,1346,Honolulu Police Department,local_police,HI,Hawaii,False
5395,2019-12-17,2019,MT,2643,U.S. Marshals Service,federal,MT,Montana,False
5396,2019-12-17,2019,TX,2195,U.S. Border Patrol,federal,TX,Texas,True
5396,2019-12-17,2019,TX,2692,Federal Bureau of Investigation,federal,TX,Texas,True
5396,2019-12-17,2019,TX,2693,Bureau of Alcohol Tobacco and Firearms,federal,TX,Texas,True
5396,2019-12-17,2019,TX,110,El Paso Police Department,local_police,TX,Texas,True
5287,2019-12-18,2019,OK,1313,Tulsa Police Department,local_police,OK,Oklahoma,False
5294,2019-12-19,2019,TN,2656,Smith County Sheriff's Department,sheriff,TN,Tennessee,False
5295,2019-12-19,2019,CA,2657,Davis Police Department,local_police,CA,California,False
5298,2019-12-19,2019,CO,1236,Lakewood Police Department,local_police,CO,Colorado,False
5306,2019-12-19,2019,NY,421,Suffolk County Police Department,local_police,NY,New York,False
5309,2019-12-19,2019,NC,2665,U.S. Marshals Service,federal,NC,North Carolina,False
5397,2019-12-19,2019,FL,545,Lake County Sheriff's Office,sheriff,FL,Florida,False
5299,2019-12-20,2019,AZ,817,Arizona Department of Public Safety,state_police,AZ,Arizona,False
5307,2019-12-20,2019,IN,2477,Randolph County Sheriff's Department,sheriff,IN,Indiana,True
5307,2019-12-20,2019,IN,2662,Lynn Police Department,local_police,IN,Indiana,True
5307,2019-12-20,2019,IN,2663,Farmland Police Department,local_police,IN,Indiana,True
5308,2019-12-20,2019,NC,2132,Winston-Salem Police Department,local_police,NC,North Carolina,False
5301,2019-12-21,2019,UT,2659,Emery County Sheriff's Office,sheriff,UT,Utah,True
5301,2019-12-21,2019,UT,1246,Utah County Sheriff's Office,sheriff,UT,Utah,True
5303,2019-12-21,2019,GA,2087,Carroll County Sheriff's Office,sheriff,GA,Georgia,False
5304,2019-12-21,2019,NY,2660,Ithaca Police Department,local_police,NY,New York,False
5305,2019-12-21,2019,IN,1172,Evansville Police Department,local_police,IN,Indiana,False
5300,2019-12-22,2019,PA,2658,Wilkinsburg Police Department,local_police,PA,Pennsylvania,False
5302,2019-12-22,2019,CA,1009,Redding Police Deparment,local_police,CA,California,False
5327,2019-12-22,2019,MS,1541,Hattiesburg Police Department,local_police,MS,Mississippi,False
5317,2019-12-23,2019,AZ,80,Phoenix Police Department,local_police,AZ,Arizona,False
5329,2019-12-23,2019,AR,2671,Bryant Police Department,local_police,AR,Arkansas,False
5398,2019-12-23,2019,TX,44,San Antonio Police Department,local_police,TX,Texas,False
5326,2019-12-24,2019,FL,178,Volusia County Sheriff's Department,sheriff,FL,Florida,False
5331,2019-12-24,2019,OK,23,Oklahoma City Police Department,local_police,OK,Oklahoma,False
5399,2019-12-24,2019,MO,350,Springfield Police Department,local_police,MO,Missouri,False
5328,2019-12-25,2019,FL,1084,Marion County Sheriff's Office,sheriff,FL,Florida,False
5330,2019-12-25,2019,GA,2672,Clayton County Sheriff's Office,sheriff,GA,Georgia,False
